Cfop;Descricao;IsGrupo;Direcao;Escopo;Categoria
1000;ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO ESTADO;1;Entrada;MesmoEstado;
1100;COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS;1;Entrada;MesmoEstado;
1101;Compra para industrialização ou produção rural;0;Entrada;MesmoEstado;Compra
1102;Compra para comercialização;0;Entrada;MesmoEstado;Compra
1111;Compra para industrialização de mercadoria recebida anteriormente em consignação industrial;0;Entrada;MesmoEstado;Compra
1113;Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil;0;Entrada;MesmoEstado;Compra
1116;Compra para industrialização ou produção rural originada de encomenda para recebimento futuro;0;Entrada;MesmoEstado;Compra
1117;Compra para comercialização originada de encomenda para recebimento futuro;0;Entrada;MesmoEstado;Compra
1118;Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem;0;Entrada;MesmoEstado;Compra
1120;Compra para industrialização, em venda à ordem, já recebida do vendedor remetente;0;Entrada;MesmoEstado;Compra
1121;Compra para comercialização, em venda à ordem, já recebida do vendedor remetente;0;Entrada;MesmoEstado;Compra
1122;Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente;0;Entrada;MesmoEstado;Compra
1124;Industrialização efetuada por outra empresa;0;Entrada;MesmoEstado;Industrializacao
1125;Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria;0;Entrada;MesmoEstado;Industrializacao
1126;compras para utilização na prestação de serviços sujeitas ao ICMS;0;Entrada;MesmoEstado;Compra
1128;compras para utilização na prestação de serviços sujeitas ao ISSQN;0;Entrada;MesmoEstado;Compra
1150;TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS;1;Entrada;MesmoEstado;
1151;Transferência para industrialização ou produção rural;0;Entrada;MesmoEstado;Transferencia
1152;Transferência para comercialização;0;Entrada;MesmoEstado;Transferencia
1153;Transferência de energia elétrica para distribuição;0;Entrada;MesmoEstado;Transferencia
1154;Transferência para utilização na prestação de serviço;0;Entrada;MesmoEstado;Transferencia
1200;DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES;1;Entrada;MesmoEstado;
1201;Devolução de venda de produção do estabelecimento;0;Entrada;MesmoEstado;Devolucao
1202;Devolução de venda de mercadoria adquirida ou recebida de terceiros;0;Entrada;MesmoEstado;Devolucao
1203;Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Entrada;MesmoEstado;Devolucao
1204;Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Entrada;MesmoEstado;Devolucao
1205;Anulação de valor relativo à prestação de serviço de comunicação;0;Entrada;MesmoEstado;Anulacao
1206;Anulação de valor relativo à prestação de serviço de transporte;0;Entrada;MesmoEstado;Anulacao
1207;Anulação de valor relativo à venda de energia elétrica;0;Entrada;MesmoEstado;Anulacao
1208;Devolução de produção do estabelecimento, remetida em transferência;0;Entrada;MesmoEstado;Devolucao
1209;Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência;0;Entrada;MesmoEstado;Devolucao
1250;COMPRAS DE ENERGIA ELÉTRICA;1;Entrada;MesmoEstado;
1251;Compra de energia elétrica para distribuição ou comercialização;0;Entrada;MesmoEstado;Compra
1252;Compra de energia elétrica por estabelecimento industrial;0;Entrada;MesmoEstado;Compra
1253;Compra de energia elétrica por estabelecimento comercial;0;Entrada;MesmoEstado;Compra
1254;Compra de energia elétrica por estabelecimento prestador de serviço de transporte;0;Entrada;MesmoEstado;Compra
1255;Compra de energia elétrica por estabelecimento prestador de serviço de comunicação;0;Entrada;MesmoEstado;Compra
1256;Compra de energia elétrica por estabelecimento de produtor rural;0;Entrada;MesmoEstado;Compra
1257;Compra de energia elétrica para consumo por demanda contratada;0;Entrada;MesmoEstado;Compra
1300;AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO;1;Entrada;MesmoEstado;
1301;Aquisição de serviço de comunicação para execução de serviço da mesma natureza;0;Entrada;MesmoEstado;Aquisicao
1302;Aquisição de serviço de comunicação por estabelecimento industrial;0;Entrada;MesmoEstado;Aquisicao
1303;Aquisição de serviço de comunicação por estabelecimento comercial;0;Entrada;MesmoEstado;Aquisicao
1304;Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte;0;Entrada;MesmoEstado;Aquisicao
1305;Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica;0;Entrada;MesmoEstado;Aquisicao
1306;Aquisição de serviço de comunicação por estabelecimento de produtor rural;0;Entrada;MesmoEstado;Aquisicao
1350;AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE;1;Entrada;MesmoEstado;
1351;Aquisição de serviço de transporte para execução de serviço da mesma natureza;0;Entrada;MesmoEstado;Aquisicao
1352;Aquisição de serviço de transporte por estabelecimento industrial;0;Entrada;MesmoEstado;Aquisicao
1353;Aquisição de serviço de transporte por estabelecimento comercial;0;Entrada;MesmoEstado;Aquisicao
1354;Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;0;Entrada;MesmoEstado;Aquisicao
1355;Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;0;Entrada;MesmoEstado;Aquisicao
1356;Aquisição de serviço de transporte por estabelecimento de produtor rural;0;Entrada;MesmoEstado;Aquisicao
1360;Aquisição de serviço de transporte por contribuinte substituto em relação ao serviço de transporte;0;Entrada;MesmoEstado;Aquisicao
1400;ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;1;Entrada;MesmoEstado;
1401;Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Compra
1403;Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Compra
1406;Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Compra
1407;Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Compra
1408;Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Transferencia
1409;Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Transferencia
1410;Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária;0;Entrada;MesmoEstado;Devolucao
1411;Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Devolucao
1414;Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária;0;Entrada;MesmoEstado;Retorno
1415;Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;MesmoEstado;Retorno
1450;SISTEMAS DE INTEGRAÇÃO;1;Entrada;MesmoEstado;
1451;Retorno de animal do estabelecimento produtor;0;Entrada;MesmoEstado;Retorno
1452;Retorno de insumo não utilizado na produção;0;Entrada;MesmoEstado;Retorno
1500;ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES;1;Entrada;MesmoEstado;
1501;Entrada de mercadoria recebida com fim específico de exportação;0;Entrada;MesmoEstado;EntradaGenerica
1503;Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento;0;Entrada;MesmoEstado;EntradaGenerica
1504;Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;0;Entrada;MesmoEstado;EntradaGenerica
1505;Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento;0;Entrada;MesmoEstado;EntradaGenerica
1506;Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação;0;Entrada;MesmoEstado;EntradaGenerica
1550;OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO;1;Entrada;MesmoEstado;
1551;Compra de bem para o ativo imobilizado;0;Entrada;MesmoEstado;Compra
1552;Transferência de bem do ativo imobilizado;0;Entrada;MesmoEstado;Transferencia
1553;Devolução de venda de bem do ativo imobilizado;0;Entrada;MesmoEstado;Devolucao
1554;Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento;0;Entrada;MesmoEstado;Retorno
1555;Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento;0;Entrada;MesmoEstado;EntradaGenerica
1556;Compra de material para uso ou consumo;0;Entrada;MesmoEstado;Compra
1557;Transferência de material para uso ou consumo;0;Entrada;MesmoEstado;Transferencia
1600;CRÉDITOS E RESSARCIMENTOS DE ICMS;1;Entrada;MesmoEstado;
1601;Recebimento, por transferência, de crédito de ICMS;0;Entrada;MesmoEstado;Transferencia
1602;Recebimento, por transferência, de saldo credor de ICMS de outro estabelecimento da mesma empresa, para compensação de saldo devedor de ICMS;0;Entrada;MesmoEstado;Transferencia
1603;Ressarcimento de ICMS retido por substituição tributária;0;Entrada;MesmoEstado;Ressarcimento
1604;Lançamento do crédito relativo à compra de bem para o ativo imobilizado;0;Entrada;MesmoEstado;LancamentoContabil
1605;Recebimento, por transferência, de saldo devedor de ICMS de outro estabelecimento da mesma empresa;0;Entrada;MesmoEstado;Transferencia
1652;Compra de combustível ou lubrificante para comercialização;0;Entrada;MesmoEstado;Compra
1653;Compra de combustível ou lubrificante por consumidor ou usuário final;0;Entrada;MesmoEstado;Compra
1658;Transferência de combustível e lubrificante para industrialização;0;Entrada;MesmoEstado;Transferencia
1659;Transferência de combustível e lubrificante para comercialização;0;Entrada;MesmoEstado;Transferencia
1660;Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente;0;Entrada;MesmoEstado;Devolucao
1661;Devolução de venda de combustível ou lubrificante destinado à comercialização;0;Entrada;MesmoEstado;Devolucao
1662;Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final;0;Entrada;MesmoEstado;Devolucao
1663;Entrada de combustível ou lubrificante para armazenagem;0;Entrada;MesmoEstado;EntradaGenerica
1664;Retorno de combustível ou lubrificante remetido para armazenagem;0;Entrada;MesmoEstado;Retorno
1900;OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS;1;Entrada;MesmoEstado;
1901;Entrada para industrialização por encomenda;0;Entrada;MesmoEstado;EntradaGenerica
1902;Retorno de mercadoria remetida para industrialização por encomenda;0;Entrada;MesmoEstado;Retorno
1903;Entrada de mercadoria remetida para industrialização e não aplicada no referido processo;0;Entrada;MesmoEstado;EntradaGenerica
1904;Retorno de remessa para venda fora do estabelecimento;0;Entrada;MesmoEstado;Retorno
1905;Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral;0;Entrada;MesmoEstado;EntradaGenerica
1906;Retorno de mercadoria remetida para depósito fechado ou armazém geral;0;Entrada;MesmoEstado;Retorno
1907;Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral;0;Entrada;MesmoEstado;Retorno
1908;Entrada de bem por conta de contrato de comodato;0;Entrada;MesmoEstado;EntradaGenerica
1909;Retorno de bem remetido por conta de contrato de comodato;0;Entrada;MesmoEstado;Retorno
1910;Entrada de bonificação, doação ou brinde;0;Entrada;MesmoEstado;EntradaGenerica
1911;Entrada de amostra grátis;0;Entrada;MesmoEstado;EntradaGenerica
1912;Entrada de mercadoria ou bem recebido para demonstração;0;Entrada;MesmoEstado;EntradaGenerica
1913;Retorno de mercadoria ou bem remetido para demonstração;0;Entrada;MesmoEstado;Retorno
1914;Retorno de mercadoria ou bem remetido para exposição ou feira;0;Entrada;MesmoEstado;Retorno
1915;Entrada de mercadoria ou bem recebido para conserto ou reparo;0;Entrada;MesmoEstado;EntradaGenerica
1916;Retorno de mercadoria ou bem remetido para conserto ou reparo;0;Entrada;MesmoEstado;Retorno
1917;Entrada de mercadoria recebida em consignação mercantil ou industrial;0;Entrada;MesmoEstado;EntradaGenerica
1918;Devolução de mercadoria remetida em consignação mercantil ou industrial;0;Entrada;MesmoEstado;Devolucao
1919;Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial;0;Entrada;MesmoEstado;Devolucao
1920;Entrada de vasilhame ou sacaria;0;Entrada;MesmoEstado;EntradaGenerica
1921;Retorno de vasilhame ou sacaria;0;Entrada;MesmoEstado;Retorno
1922;Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro;0;Entrada;MesmoEstado;LancamentoContabil
1923;Entrada de mercadoria recebida do vendedor remetente, em venda à ordem;0;Entrada;MesmoEstado;EntradaGenerica
1924;Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;0;Entrada;MesmoEstado;EntradaGenerica
1925;Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;0;Entrada;MesmoEstado;Retorno
1926;Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação;0;Entrada;MesmoEstado;LancamentoContabil
1931;Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço;0;Entrada;MesmoEstado;LancamentoContabil
1932;Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador;0;Entrada;MesmoEstado;Aquisicao
1933;Aquisição de serviço tributado pelo ISSQN;0;Entrada;MesmoEstado;Aquisicao
1949;Outra entrada de mercadoria ou prestação de serviço não especificada;0;Entrada;MesmoEstado;EntradaGenerica
2000;ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DE OUTROS ESTADOS;1;Entrada;OutroEstado;
2100;COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS;1;Entrada;OutroEstado;
2101;Compra para industrialização ou produção rural;0;Entrada;OutroEstado;Compra
2102;Compra para comercialização;0;Entrada;OutroEstado;Compra
2111;Compra para industrialização de mercadoria recebida anteriormente em consignação industrial;0;Entrada;OutroEstado;Compra
2113;Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil;0;Entrada;OutroEstado;Compra
2116;Compra para industrialização ou produção rural originada de encomenda para recebimento futuro;0;Entrada;OutroEstado;Compra
2117;Compra para comercialização originada de encomenda para recebimento futuro;0;Entrada;OutroEstado;Compra
2118;Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem;0;Entrada;OutroEstado;Compra
2120;Compra para industrialização, em venda à ordem, já recebida do vendedor remetente;0;Entrada;OutroEstado;Compra
2121;Compra para comercialização, em venda à ordem, já recebida do vendedor remetente;0;Entrada;OutroEstado;Compra
2122;Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente;0;Entrada;OutroEstado;Compra
2124;Industrialização efetuada por outra empresa;0;Entrada;OutroEstado;Industrializacao
2125;Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria;0;Entrada;OutroEstado;Industrializacao
2126;Compra para utilização na prestação de serviço;0;Entrada;OutroEstado;Compra
2150;TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS;1;Entrada;OutroEstado;
2151;Transferência para industrialização ou produção rural;0;Entrada;OutroEstado;Transferencia
2152;Transferência para comercialização;0;Entrada;OutroEstado;Transferencia
2153;Transferência de energia elétrica para distribuição;0;Entrada;OutroEstado;Transferencia
2154;Transferência para utilização na prestação de serviço;0;Entrada;OutroEstado;Transferencia
2200;DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES;1;Entrada;OutroEstado;
2201;Devolução de venda de produção do estabelecimento;0;Entrada;OutroEstado;Devolucao
2202;Devolução de venda de mercadoria adquirida ou recebida de terceiros;0;Entrada;OutroEstado;Devolucao
2203;Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Entrada;OutroEstado;Devolucao
2204;Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Entrada;OutroEstado;Devolucao
2205;Anulação de valor relativo à prestação de serviço de comunicação;0;Entrada;OutroEstado;Anulacao
2206;Anulação de valor relativo à prestação de serviço de transporte;0;Entrada;OutroEstado;Anulacao
2207;Anulação de valor relativo à venda de energia elétrica;0;Entrada;OutroEstado;Anulacao
2208;Devolução de produção do estabelecimento, remetida em transferência;0;Entrada;OutroEstado;Devolucao
2209;Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência;0;Entrada;OutroEstado;Devolucao
2250;COMPRAS DE ENERGIA ELÉTRICA;1;Entrada;OutroEstado;
2251;Compra de energia elétrica para distribuição ou comercialização;0;Entrada;OutroEstado;Compra
2252;Compra de energia elétrica por estabelecimento industrial;0;Entrada;OutroEstado;Compra
2253;Compra de energia elétrica por estabelecimento comercial;0;Entrada;OutroEstado;Compra
2254;Compra de energia elétrica por estabelecimento prestador de serviço de transporte;0;Entrada;OutroEstado;Compra
2255;Compra de energia elétrica por estabelecimento prestador de serviço de comunicação;0;Entrada;OutroEstado;Compra
2256;Compra de energia elétrica por estabelecimento de produtor rural;0;Entrada;OutroEstado;Compra
2257;Compra de energia elétrica para consumo por demanda contratada;0;Entrada;OutroEstado;Compra
2300;AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO;1;Entrada;OutroEstado;
2301;Aquisição de serviço de comunicação para execução de serviço da mesma natureza;0;Entrada;OutroEstado;Aquisicao
2302;Aquisição de serviço de comunicação por estabelecimento industrial;0;Entrada;OutroEstado;Aquisicao
2303;Aquisição de serviço de comunicação por estabelecimento comercial;0;Entrada;OutroEstado;Aquisicao
2304;Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte;0;Entrada;OutroEstado;Aquisicao
2305;Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica;0;Entrada;OutroEstado;Aquisicao
2306;Aquisição de serviço de comunicação por estabelecimento de produtor rural;0;Entrada;OutroEstado;Aquisicao
2351;Aquisição de serviço de transporte para execução de serviço da mesma natureza;0;Entrada;OutroEstado;Aquisicao
2352;Aquisição de serviço de transporte por estabelecimento industrial;0;Entrada;OutroEstado;Aquisicao
2353;Aquisição de serviço de transporte por estabelecimento comercial;0;Entrada;OutroEstado;Aquisicao
2354;Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;0;Entrada;OutroEstado;Aquisicao
2355;Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;0;Entrada;OutroEstado;Aquisicao
2356;Aquisição de serviço de transporte por estabelecimento de produtor rural;0;Entrada;OutroEstado;Aquisicao
2400;ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;1;Entrada;OutroEstado;
2401;Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime desubstituição tributária;0;Entrada;OutroEstado;Compra
2403;Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Compra
2406;Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Compra
2407;Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Compra
2408;Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Transferencia
2409;Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Transferencia
2410;Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime desubstituição tributária;0;Entrada;OutroEstado;Devolucao
2411;Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Devolucao
2414;Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária;0;Entrada;OutroEstado;Retorno
2415;Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária;0;Entrada;OutroEstado;Retorno
2500;ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES;1;Entrada;OutroEstado;
2501;Entrada de mercadoria recebida com fim específico de exportação;0;Entrada;OutroEstado;EntradaGenerica
2503;Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento;0;Entrada;OutroEstado;EntradaGenerica
2504;Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;0;Entrada;OutroEstado;EntradaGenerica
2505;Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento;0;Entrada;OutroEstado;EntradaGenerica
2506;Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação;0;Entrada;OutroEstado;EntradaGenerica
2550;OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO;1;Entrada;OutroEstado;
2551;Compra de bem para o ativo imobilizado;0;Entrada;OutroEstado;Compra
2552;Transferência de bem do ativo imobilizado;0;Entrada;OutroEstado;Transferencia
2553;Devolução de venda de bem do ativo imobilizado;0;Entrada;OutroEstado;Devolucao
2554;Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento;0;Entrada;OutroEstado;Retorno
2555;Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento;0;Entrada;OutroEstado;EntradaGenerica
2556;Compra de material para uso ou consumo;0;Entrada;OutroEstado;Compra
2557;Transferência de material para uso ou consumo;0;Entrada;OutroEstado;Transferencia
2600;CRÉDITOS E RESSARCIMENTOS DE ICMS;1;Entrada;OutroEstado;
2603;Ressarcimento de ICMS retido por substituição tributária;0;Entrada;OutroEstado;Ressarcimento
2651;Compra de combustível ou lubrificante para industrialização subseqüente;0;Entrada;OutroEstado;Compra
2652;Compra de combustível ou lubrificante para comercialização;0;Entrada;OutroEstado;Compra
2653;Compra de combustível ou lubrificante por consumidor ou usuário final;0;Entrada;OutroEstado;Compra
2658;Transferência de combustível e lubrificante para industrialização;0;Entrada;OutroEstado;Transferencia
2659;Transferência de combustível e lubrificante para comercialização;0;Entrada;OutroEstado;Transferencia
2660;Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente;0;Entrada;OutroEstado;Devolucao
2661;Devolução de venda de combustível ou lubrificante destinado à comercialização;0;Entrada;OutroEstado;Devolucao
2662;Devolução de venda de combustível ou lubrificante destinado a consumidor ou usuário final;0;Entrada;OutroEstado;Devolucao
2663;Entrada de combustível ou lubrificante para armazenagem;0;Entrada;OutroEstado;EntradaGenerica
2664;Retorno de combustível ou lubrificante remetido para armazenagem;0;Entrada;OutroEstado;Retorno
2900;OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS;1;Entrada;OutroEstado;
2901;Entrada para industrialização por encomenda;0;Entrada;OutroEstado;EntradaGenerica
2902;Retorno de mercadoria remetida para industrialização por encomenda;0;Entrada;OutroEstado;Retorno
2903;Entrada de mercadoria remetida para industrialização e não aplicada no referido processo;0;Entrada;OutroEstado;EntradaGenerica
2904;Retorno de remessa para venda fora do estabelecimento;0;Entrada;OutroEstado;Retorno
2905;Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral;0;Entrada;OutroEstado;EntradaGenerica
2906;Retorno de mercadoria remetida para depósito fechado ou armazém geral;0;Entrada;OutroEstado;Retorno
2907;Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral;0;Entrada;OutroEstado;Retorno
2908;Entrada de bem por conta de contrato de comodato;0;Entrada;OutroEstado;EntradaGenerica
2909;Retorno de bem remetido por conta de contrato de comodato;0;Entrada;OutroEstado;Retorno
2910;Entrada de bonificação, doação ou brinde;0;Entrada;OutroEstado;EntradaGenerica
2911;Entrada de amostra grátis;0;Entrada;OutroEstado;EntradaGenerica
2912;Entrada de mercadoria ou bem recebido para demonstração;0;Entrada;OutroEstado;EntradaGenerica
2913;Retorno de mercadoria ou bem remetido para demonstração;0;Entrada;OutroEstado;Retorno
2914;Retorno de mercadoria ou bem remetido para exposição ou feira;0;Entrada;OutroEstado;Retorno
2915;Entrada de mercadoria ou bem recebido para conserto ou reparo;0;Entrada;OutroEstado;EntradaGenerica
2916;Retorno de mercadoria ou bem remetido para conserto ou reparo;0;Entrada;OutroEstado;Retorno
2917;Entrada de mercadoria recebida em consignação mercantil ou industrial;0;Entrada;OutroEstado;EntradaGenerica
2918;Devolução de mercadoria remetida em consignação mercantil ou industrial;0;Entrada;OutroEstado;Devolucao
2919;Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial;0;Entrada;OutroEstado;Devolucao
2920;Entrada de vasilhame ou sacaria;0;Entrada;OutroEstado;EntradaGenerica
2921;Retorno de vasilhame ou sacaria;0;Entrada;OutroEstado;Retorno
2922;Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro;0;Entrada;OutroEstado;LancamentoContabil
2923;Entrada de mercadoria recebida do vendedor remetente, em venda à ordem;0;Entrada;OutroEstado;EntradaGenerica
2924;Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;0;Entrada;OutroEstado;EntradaGenerica
2925;Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente;0;Entrada;OutroEstado;Retorno
2931;Lançamento efetuado pelo tomador do serviço de transporte quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço;0;Entrada;OutroEstado;LancamentoContabil
2932;Aquisição de serviço de transporte iniciado em unidade da Federação diversa daquela onde inscrito o prestador;0;Entrada;OutroEstado;Aquisicao
2933;Aquisição de serviço tributado pelo ISSQN;0;Entrada;OutroEstado;Aquisicao
2949;Outra entrada de mercadoria ou prestação de serviço não especificado;0;Entrada;OutroEstado;EntradaGenerica
3000;ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DO EXTERIOR;1;Entrada;Exterior;
3100;COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS;1;Entrada;Exterior;
3101;Compra para industrialização ou produção rural;0;Entrada;Exterior;Compra
3102;Compra para comercialização;0;Entrada;Exterior;Compra
3126;Compra para utilização na prestação de serviço;0;Entrada;Exterior;Compra
3127;Compra para industrialização sob o regime de drawback;0;Entrada;Exterior;Compra
